Date,City,pm2.5,pm10,no2,so2,co,o3
2021-08-16,Sagar,87,155,65,18,1.93,49
2021-08-16,Dewas,154,233,68,28,1.55,38
2021-08-17,Bhopal,134,236,20,28,0.81,52
2021-08-17,Indore,68,134,21,13,0.97,45
2021-08-17,Gwalior,81,178,57,10,1.02,46
2021-08-17,Jabalpur,73,147,57,28,1.67,44
2021-08-17,Ujjain,200,245,21,18,0.94,51
2021-08-17,Satna,120,171,51,21,1.06,46
2021-08-17,Sagar,61,142,35,10,1.74,48
2021-08-17,Dewas,160,264,43,23,1.02,56
2021-08-18,Bhopal,182,254,52,15,0.77,35
2021-08-18,Indore,80,122,44,16,1.98,44
2021-08-18,Gwalior,68,122,25,11,0.81,47
2021-08-18,Jabalpur,116,189,31,26,1.43,44
2021-08-18,Ujjain,169,240,36,28,1.78,48
2021-08-18,Satna,99,164,69,10,0.84,46
2021-08-18,Sagar,97,167,23,20,1.8,37
2021-08-18,Dewas,155,249,22,24,0.62,44
2021-08-19,Bhopal,89,129,47,19,1.47,21
2021-08-19,Indore,151,193,36,26,1.37,50
2021-08-19,Gwalior,71,165,28,28,1.41,52
2021-08-19,Jabalpur,119,223,54,18,0.8,59
2021-08-19,Ujjain,213,311,62,19,1.4,31
2021-08-19,Satna,139,197,25,29,1.38,32
2021-08-19,Sagar,115,169,44,10,0.53,26
2021-08-19,Dewas,198,247,39,20,0.54,52
2021-08-20,Bhopal,112,217,46,12,0.85,50
2021-08-20,Indore,116,228,45,17,0.61,46
2021-08-20,Gwalior,137,249,35,15,1.42,27
2021-08-20,Jabalpur,205,306,30,21,1.99,53
2021-08-20,Ujjain,112,222,38,12,1.88,29
2021-08-20,Satna,163,280,66,20,1.28,39
2021-08-20,Sagar,117,178,65,22,1.41,20
2021-08-20,Dewas,65,143,54,29,1.27,26
2021-08-21,Bhopal,67,124,20,19,0.91,39
2021-08-21,Indore,162,248,57,13,1.16,49
2021-08-21,Gwalior,196,251,30,11,1.09,51
2021-08-21,Jabalpur,169,258,22,10,1.12,44
2021-08-21,Ujjain,172,278,27,13,1.66,34
2021-08-21,Satna,128,243,35,25,0.75,24
2021-08-21,Sagar,191,273,53,21,0.78,24
2021-08-21,Dewas,124,181,60,15,1.83,34
2021-08-22,Bhopal,164,224,21,26,0.92,25
2021-08-22,Indore,100,151,67,11,1.92,37
2021-08-22,Gwalior,211,313,21,10,1.33,53
2021-08-22,Jabalpur,128,246,20,17,1.17,59
2021-08-22,Ujjain,206,250,34,26,0.73,57
2021-08-22,Satna,127,181,65,18,0.63,21
2021-08-22,Sagar,207,284,38,16,0.87,20
2021-08-22,Dewas,94,137,27,23,1.52,59
2021-08-23,Bhopal,69,136,41,25,0.53,50
2021-08-23,Indore,215,256,60,10,0.68,23
2021-08-23,Gwalior,192,257,43,22,1.38,28
2021-08-23,Jabalpur,206,306,22,23,1.91,32
2021-08-23,Ujjain,213,257,44,20,1.37,50
2021-08-23,Satna,111,179,37,24,1.97,41
2021-08-23,Sagar,108,220,65,28,0.7,29
2021-08-23,Dewas,145,217,57,13,0.7,37
2021-08-24,Bhopal,148,204,57,13,1.16,54
2021-08-24,Indore,88,146,33,21,0.66,43
2021-08-24,Gwalior,190,235,31,13,0.54,42
2021-08-24,Jabalpur,214,305,25,23,1.88,38
2021-08-24,Ujjain,215,320,66,25,1.45,25
2021-08-24,Satna,215,270,21,17,1.95,50
2021-08-24,Sagar,70,133,42,22,1.61,30
2021-08-24,Dewas,195,263,39,10,1.8,57
2021-08-25,Bhopal,184,249,30,23,1.22,50
2021-08-25,Indore,71,189,32,29,1.87,29
2021-08-25,Gwalior,142,253,33,15,1.58,23
2021-08-25,Jabalpur,121,231,68,20,0.8,59
2021-08-25,Ujjain,200,317,23,16,0.52,52
2021-08-25,Satna,83,180,58,14,1.91,57
2021-08-25,Sagar,104,146,22,25,1.67,58
2021-08-25,Dewas,166,234,22,28,0.71,56
2021-08-26,Bhopal,166,248,25,13,1.05,28
2021-08-26,Indore,69,161,56,12,0.95,48
2021-08-26,Gwalior,168,248,40,25,1.42,41
2021-08-26,Jabalpur,202,273,34,17,1.87,26
2021-08-26,Ujjain,137,216,60,16,1.01,53
2021-08-26,Satna,208,274,35,26,1.4,23
2021-08-26,Sagar,112,195,28,13,1.0,55
2021-08-26,Dewas,207,258,27,23,1.53,40
2021-08-27,Bhopal,66,122,45,28,0.51,26
2021-08-27,Indore,191,305,41,11,1.0,46
2021-08-27,Gwalior,116,215,64,22,1.73,25
2021-08-27,Jabalpur,114,174,23,28,1.22,50
2021-08-27,Ujjain,150,241,39,26,0.93,20
2021-08-27,Satna,182,287,59,23,1.5,33
2021-08-27,Sagar,100,158,56,18,1.14,56
2021-08-27,Dewas,111,156,46,17,0.76,33
2021-08-28,Bhopal,98,189,20,21,2.0,46
2021-08-28,Indore,99,187,41,25,1.33,39
2021-08-28,Gwalior,73,140,38,12,0.85,27
2021-08-28,Jabalpur,186,252,25,15,1.31,51
2021-08-28,Ujjain,61,114,23,12,1.13,26
2021-08-28,Satna,135,223,36,11,0.82,50
2021-08-28,Sagar,210,299,39,18,1.67,28
2021-08-28,Dewas,86,147,42,24,0.58,21
2021-08-29,Bhopal,112,222,63,25,1.92,40
2021-08-29,Indore,170,281,26,25,1.47,55
2021-08-29,Gwalior,179,286,21,13,1.84,21
2021-08-29,Jabalpur,143,223,37,15,1.3,21
2021-08-29,Ujjain,205,296,26,15,1.54,24
2021-08-29,Satna,142,198,37,26,1.81,28
2021-08-29,Sagar,64,123,20,18,1.73,52
2021-08-29,Dewas,210,304,57,20,1.13,43
2021-08-30,Bhopal,115,185,49,26,0.87,36
2021-08-30,Indore,171,278,45,11,1.07,37
2021-08-30,Gwalior,169,278,66,19,0.96,28
2021-08-30,Jabalpur,127,246,36,15,1.77,54
2021-08-30,Ujjain,149,205,22,17,1.56,24
2021-08-30,Satna,142,253,32,20,1.56,27
2021-08-30,Sagar,73,131,44,12,1.54,20
2021-08-30,Dewas,197,249,64,20,1.89,58
2021-08-31,Bhopal,84,162,27,13,1.72,53
2021-08-31,Indore,82,159,34,10,1.61,33
2021-08-31,Gwalior,211,253,63,14,1.53,56
2021-08-31,Jabalpur,78,188,38,29,0.57,40
2021-08-31,Ujjain,112,153,21,17,1.56,34
2021-08-31,Satna,98,186,55,24,1.84,20
2021-08-31,Sagar,138,252,66,22,1.28,56
2021-08-31,Dewas,64,151,64,16,0.96,41
2021-09-01,Bhopal,174,269,31,12,1.32,30
2021-09-01,Indore,171,261,63,27,0.92,29
2021-09-01,Gwalior,168,223,66,11,0.94,56
2021-09-01,Jabalpur,212,273,61,24,1.6,37
2021-09-01,Ujjain,119,165,54,23,1.31,29
2021-09-01,Satna,179,279,21,23,1.62,56
2021-09-01,Sagar,197,311,23,25,1.36,43
2021-09-01,Dewas,215,289,20,20,1.33,43
2021-09-02,Bhopal,144,224,24,28,1.43,55
2021-09-02,Indore,66,170,31,19,0.66,43
2021-09-02,Gwalior,201,273,63,11,0.96,34
2021-09-02,Jabalpur,142,250,28,17,1.28,53
2021-09-02,Ujjain,102,175,67,23,1.39,46
2021-09-02,Satna,183,227,37,27,0.61,28
2021-09-02,Sagar,108,155,63,18,1.84,53
2021-09-02,Dewas,78,129,21,22,1.02,47
2021-09-03,Bhopal,79,144,55,29,0.77,26
2021-09-03,Indore,178,272,58,18,1.91,36
2021-09-03,Gwalior,87,206,33,25,1.72,31
2021-09-03,Jabalpur,151,199,69,17,1.76,20
2021-09-03,Ujjain,175,221,55,25,1.02,32
2021-09-03,Satna,177,245,47,27,1.23,26
2021-09-03,Sagar,182,258,38,11,0.83,43
2021-09-03,Dewas,107,187,53,19,1.5,40
2021-09-04,Bhopal,89,140,31,25,1.26,35
2021-09-04,Indore,69,138,49,27,1.63,46
2021-09-04,Gwalior,183,228,27,23,1.59,29
2021-09-04,Jabalpur,219,333,53,13,0.55,55
2021-09-04,Ujjain,144,193,41,24,1.18,45
2021-09-04,Satna,127,174,50,14,0.84,20
2021-09-04,Sagar,78,130,46,23,0.68,51
2021-09-04,Dewas,93,169,53,28,1.25,54
2021-09-05,Bhopal,115,164,47,28,1.94,57
2021-09-05,Indore,178,225,44,13,1.25,27
2021-09-05,Gwalior,181,287,37,16,1.42,26
2021-09-05,Jabalpur,149,230,66,24,1.78,31
2021-09-05,Ujjain,175,290,24,16,0.71,30
2021-09-05,Satna,129,243,39,21,1.04,37
2021-09-05,Sagar,89,174,53,16,1.66,25
2021-09-05,Dewas,203,322,22,17,1.26,34
2021-09-06,Bhopal,127,228,47,29,1.26,38
2021-09-06,Indore,130,206,65,25,1.13,27
2021-09-06,Gwalior,88,130,66,18,1.46,56
2021-09-06,Jabalpur,194,299,20,28,0.9,50
2021-09-06,Ujjain,206,257,30,26,1.03,22
2021-09-06,Satna,102,175,39,15,1.45,49
2021-09-06,Sagar,113,203,40,18,0.81,59
2021-09-06,Dewas,134,176,56,22,1.81,32
2021-09-07,Bhopal,147,254,49,24,1.02,53
2021-09-07,Indore,76,170,56,21,1.15,49
2021-09-07,Gwalior,117,164,49,16,1.54,58
2021-09-07,Jabalpur,216,313,27,22,0.57,38
2021-09-07,Ujjain,157,248,27,11,0.77,54
2021-09-07,Satna,197,307,51,16,1.86,36
2021-09-07,Sagar,136,213,39,10,1.32,53
2021-09-07,Dewas,116,228,59,15,0.58,26
2021-09-08,Bhopal,192,265,36,22,1.51,43
2021-09-08,Indore,152,242,66,26,1.52,23
2021-09-08,Gwalior,111,171,25,10,1.38,22
2021-09-08,Jabalpur,160,226,57,22,0.7,58
2021-09-08,Ujjain,154,206,41,20,1.63,39
2021-09-08,Satna,171,243,29,17,0.96,56
2021-09-08,Sagar,200,300,41,22,0.62,42
2021-09-08,Dewas,103,183,57,24,1.25,20
2021-09-09,Bhopal,196,294,25,29,0.54,27
2021-09-09,Indore,116,229,61,13,1.91,37
2021-09-09,Gwalior,112,199,47,29,0.51,21
2021-09-09,Jabalpur,100,183,41,15,0.99,43
2021-09-09,Ujjain,104,183,26,20,1.51,25
2021-09-09,Satna,183,259,60,13,0.76,20
2021-09-09,Sagar,156,236,49,21,1.25,49
2021-09-09,Dewas,75,174,43,13,0.81,29
2021-09-10,Bhopal,140,185,37,29,1.32,46
2021-09-10,Indore,140,186,64,25,1.11,53
2021-09-10,Gwalior,120,214,27,21,0.77,46
2021-09-10,Jabalpur,104,160,69,21,1.9,45
2021-09-10,Ujjain,189,286,44,18,1.3,37
2021-09-10,Satna,78,149,65,11,1.09,42
2021-09-10,Sagar,134,242,52,12,0.86,21
2021-09-10,Dewas,73,130,29,23,1.33,45
2021-09-11,Bhopal,196,313,38,29,1.35,43
2021-09-11,Indore,157,197,59,10,0.68,34
2021-09-11,Gwalior,147,230,39,19,0.68,34
2021-09-11,Jabalpur,125,196,59,25,1.61,35
2021-09-11,Ujjain,167,213,24,17,1.15,48
2021-09-11,Satna,147,263,56,27,1.92,27
2021-09-11,Sagar,202,289,23,13,0.59,27
2021-09-11,Dewas,207,248,60,17,1.18,32
2021-09-12,Bhopal,118,218,45,18,0.69,39
2021-09-12,Indore,100,154,63,14,1.96,25
2021-09-12,Gwalior,122,185,69,21,1.43,41
2021-09-12,Jabalpur,163,270,46,29,0.73,55
2021-09-12,Ujjain,115,207,44,26,0.52,50
2021-09-12,Satna,78,176,27,26,0.58,57
2021-09-12,Sagar,147,211,26,22,1.02,47
2021-09-12,Dewas,63,113,48,20,0.58,42
2021-09-13,Bhopal,100,204,22,11,1.38,33
2021-09-13,Indore,198,252,45,15,1.92,52
2021-09-13,Gwalior,64,178,29,28,1.81,52
2021-09-13,Jabalpur,73,181,25,24,1.43,52
2021-09-13,Ujjain,63,117,59,25,1.11,58
2021-09-13,Satna,205,317,68,23,1.77,38
2021-09-13,Sagar,123,222,27,25,0.6,33
2021-09-13,Dewas,86,153,66,28,1.87,40
2021-09-14,Bhopal,101,210,68,11,1.14,23
2021-09-14,Indore,118,186,39,19,1.11,56
2021-09-14,Gwalior,162,247,34,25,1.69,32
2021-09-14,Jabalpur,185,226,45,28,1.81,20
2021-09-14,Ujjain,110,212,40,29,1.68,43
2021-09-14,Satna,101,192,36,22,1.54,32
2021-09-14,Sagar,115,221,24,26,1.08,48
2021-09-14,Dewas,152,246,28,10,1.02,49
2021-09-15,Bhopal,120,237,63,19,1.22,20
2021-09-15,Indore,161,243,68,17,1.95,27
2021-09-15,Gwalior,119,206,34,15,1.9,26
2021-09-15,Jabalpur,134,193,45,24,0.63,42
2021-09-15,Ujjain,113,212,62,12,1.25,24
2021-09-15,Satna,175,219,65,22,1.61,58
2021-09-15,Sagar,184,300,44,18,1.94,34
2021-09-15,Dewas,65,180,21,16,0.66,24
2021-09-16,Bhopal,146,231,22,18,1.63,58
2021-09-16,Indore,113,164,55,25,1.32,37
2021-09-16,Gwalior,109,171,23,11,1.12,39
2021-09-16,Jabalpur,165,248,55,20,0.64,32
2021-09-16,Ujjain,202,264,28,13,1.4,51
2021-09-16,Satna,178,273,37,24,1.57,30
2021-09-16,Sagar,72,177,27,19,0.57,30
2021-09-16,Dewas,212,320,48,26,1.05,50
2021-09-17,Bhopal,201,292,56,12,1.67,22
2021-09-17,Indore,84,153,44,18,1.17,33
2021-09-17,Gwalior,135,218,51,28,0.64,40
2021-09-17,Jabalpur,177,247,66,15,1.42,36
2021-09-17,Ujjain,198,251,21,11,1.73,48
2021-09-17,Satna,120,230,31,24,0.85,49
2021-09-17,Sagar,214,332,29,23,1.85,25
2021-09-17,Dewas,188,278,25,15,1.65,32
2021-09-18,Bhopal,83,159,30,17,0.6,31
2021-09-18,Indore,132,185,42,29,1.1,41
2021-09-18,Gwalior,193,256,59,25,1.47,21
2021-09-18,Jabalpur,74,143,59,17,1.93,45
2021-09-18,Ujjain,94,163,20,13,1.71,29
2021-09-18,Satna,65,105,48,12,1.37,39
2021-09-18,Sagar,111,223,27,16,1.47,49
2021-09-18,Dewas,121,180,45,18,1.02,21
2021-09-19,Bhopal,196,283,39,20,1.75,52
2021-09-19,Indore,104,218,29,29,0.61,35
2021-09-19,Gwalior,196,272,25,12,1.03,48
2021-09-19,Jabalpur,129,203,33,23,0.84,29
2021-09-19,Ujjain,119,195,63,29,1.4,42
2021-09-19,Satna,173,257,20,28,1.04,43
2021-09-19,Sagar,117,195,69,27,0.94,30
2021-09-19,Dewas,176,287,32,16,0.76,42
2021-09-20,Bhopal,133,192,46,22,0.59,52
2021-09-20,Indore,72,126,68,25,0.91,58
2021-09-20,Gwalior,216,270,53,12,1.13,36
2021-09-20,Jabalpur,137,233,43,11,1.47,50
2021-09-20,Ujjain,143,238,37,26,0.55,52
2021-09-20,Satna,154,267,46,22,1.27,55
2021-09-20,Sagar,143,226,45,13,1.81,36
2021-09-20,Dewas,140,188,59,25,0.54,42
2021-09-21,Bhopal,67,158,65,24,1.92,40
2021-09-21,Indore,142,224,32,27,0.75,47
2021-09-21,Gwalior,68,185,67,13,0.69,44
2021-09-21,Jabalpur,193,269,33,29,0.97,36
2021-09-21,Ujjain,138,219,55,26,1.4,59
2021-09-21,Satna,203,297,38,11,1.26,39
2021-09-21,Sagar,189,240,39,24,0.75,24
2021-09-21,Dewas,175,238,47,24,1.92,42
2021-09-22,Bhopal,79,186,54,10,1.95,39
2021-09-22,Indore,213,319,52,26,1.35,32
2021-09-22,Gwalior,186,266,29,16,1.74,30
2021-09-22,Jabalpur,188,266,30,27,0.67,35
2021-09-22,Ujjain,88,155,26,24,1.31,57
2021-09-22,Satna,153,229,26,11,0.73,52
2021-09-22,Sagar,149,215,66,27,1.58,37
2021-09-22,Dewas,93,150,55,25,0.57,44
2021-09-23,Bhopal,144,238,26,22,0.9,28
2021-09-23,Indore,147,249,52,25,1.96,39
2021-09-23,Gwalior,121,217,28,28,1.16,24
2021-09-23,Jabalpur,200,249,48,20,1.02,46
2021-09-23,Ujjain,107,171,24,13,1.61,47
2021-09-23,Satna,207,290,27,12,1.22,33
2021-09-23,Sagar,147,204,66,13,1.75,57
2021-09-23,Dewas,214,308,23,28,1.25,23
2021-09-24,Bhopal,180,282,51,22,1.13,49
2021-09-24,Indore,88,152,56,11,0.79,23
2021-09-24,Gwalior,191,245,62,26,1.11,22
2021-09-24,Jabalpur,145,198,26,25,1.85,37
2021-09-24,Ujjain,205,283,61,20,0.83,48
2021-09-24,Satna,205,269,36,29,0.94,22
2021-09-24,Sagar,105,146,48,20,0.6,23
2021-09-24,Dewas,122,210,45,14,1.94,21
2021-09-25,Bhopal,94,185,52,25,1.52,21
2021-09-25,Indore,214,325,33,20,1.11,30
2021-09-25,Gwalior,188,302,32,16,0.58,30
2021-09-25,Jabalpur,140,227,42,28,1.34,43
2021-09-25,Ujjain,86,129,23,26,1.27,56
2021-09-25,Satna,176,237,40,21,1.64,28
2021-09-25,Sagar,158,271,68,19,0.54,28
2021-09-25,Dewas,85,199,22,29,1.9,53
2021-09-26,Bhopal,166,270,58,14,1.28,44
2021-09-26,Indore,108,223,44,15,0.61,42
2021-09-26,Gwalior,184,231,59,27,0.99,37
2021-09-26,Jabalpur,75,161,44,23,0.62,50
2021-09-26,Ujjain,88,207,33,17,1.16,56
2021-09-26,Satna,90,178,40,24,1.06,33
2021-09-26,Sagar,138,228,20,11,1.31,27
2021-09-26,Dewas,82,196,58,13,0.75,25
2021-09-27,Bhopal,93,196,34,21,0.66,48
2021-09-27,Indore,166,279,58,17,0.51,32
2021-09-27,Gwalior,138,191,26,23,1.64,52
2021-09-27,Jabalpur,141,257,24,20,1.72,50
2021-09-27,Ujjain,154,225,21,20,0.93,48
2021-09-27,Satna,183,295,46,29,1.62,46
2021-09-27,Sagar,173,276,62,20,1.36,58
2021-09-27,Dewas,94,143,49,12,1.56,52
2021-09-28,Bhopal,89,208,25,15,1.18,48
2021-09-28,Indore,62,181,45,20,0.62,32
2021-09-28,Gwalior,122,210,33,19,1.4,48
2021-09-28,Jabalpur,92,204,45,24,1.3,52
2021-09-28,Ujjain,69,145,27,25,1.79,42
2021-09-28,Satna,65,134,64,16,1.72,28
2021-09-28,Sagar,173,288,44,11,0.87,33
2021-09-28,Dewas,126,184,49,19,0.55,28
2021-09-29,Bhopal,86,143,53,12,1.5,53
2021-09-29,Indore,165,238,39,11,1.5,21
2021-09-29,Gwalior,171,220,33,17,0.53,30
2021-09-29,Jabalpur,135,184,27,12,1.97,31
2021-09-29,Ujjain,178,292,64,21,1.81,52
2021-09-29,Satna,172,271,26,16,1.49,26
2021-09-29,Sagar,144,201,29,23,0.74,58
2021-09-29,Dewas,99,185,30,21,1.6,23
2021-09-30,Bhopal,80,144,30,21,0.64,47
2021-09-30,Indore,190,260,62,27,0.61,41
2021-09-30,Gwalior,138,196,37,27,1.09,56
2021-09-30,Jabalpur,167,214,41,15,0.73,29
2021-09-30,Ujjain,197,283,29,29,0.95,48
2021-09-30,Satna,132,231,27,14,1.06,23
2021-09-30,Sagar,84,170,48,24,1.17,44
2021-09-30,Dewas,100,153,49,22,1.71,21
2021-10-01,Bhopal,207,287,68,12,0.7,58
2021-10-01,Indore,117,180,36,19,0.5,50
2021-10-01,Gwalior,141,239,32,18,1.95,29
2021-10-01,Jabalpur,120,161,58,21,1.07,45
2021-10-01,Ujjain,148,211,59,24,1.89,35
2021-10-01,Satna,172,218,28,26,1.74,54
2021-10-01,Sagar,91,173,48,18,1.53,49
2021-10-01,Dewas,192,268,30,26,1.23,54
2021-10-02,Bhopal,150,267,61,15,1.73,39
2021-10-02,Indore,70,181,27,29,1.37,37
2021-10-02,Gwalior,147,245,22,29,1.37,44
2021-10-02,Jabalpur,62,143,48,12,0.79,46
2021-10-02,Ujjain,151,250,34,29,1.61,45
2021-10-02,Satna,203,257,67,15,1.32,36
2021-10-02,Sagar,202,298,51,23,0.59,44
2021-10-02,Dewas,157,199,21,23,1.81,48
2021-10-03,Bhopal,133,201,38,20,1.12,58
2021-10-03,Indore,79,193,50,21,0.65,52
2021-10-03,Gwalior,207,282,22,29,0.65,39
2021-10-03,Jabalpur,101,188,42,14,0.85,51
2021-10-03,Ujjain,211,297,52,19,1.16,43
2021-10-03,Satna,187,300,53,28,0.97,21
2021-10-03,Sagar,71,120,36,10,0.95,37
2021-10-03,Dewas,150,203,64,15,1.9,59
2021-10-04,Bhopal,189,287,53,17,0.82,29
2021-10-04,Indore,83,171,29,14,1.37,54
2021-10-04,Gwalior,71,184,60,11,1.57,37
2021-10-04,Jabalpur,210,270,21,14,1.74,45
2021-10-04,Ujjain,149,248,32,14,0.83,53
2021-10-04,Satna,99,139,27,11,1.81,58
2021-10-04,Sagar,114,229,39,16,0.61,22
2021-10-04,Dewas,196,308,54,17,1.18,26
2021-10-05,Bhopal,138,247,50,16,1.89,38
2021-10-05,Indore,204,270,46,14,1.22,25
2021-10-05,Gwalior,104,162,68,23,1.28,32
2021-10-05,Jabalpur,157,265,34,29,0.75,45
2021-10-05,Ujjain,173,235,42,23,0.65,30
2021-10-05,Satna,178,284,25,18,1.83,26
2021-10-05,Sagar,198,312,52,26,1.98,58
2021-10-05,Dewas,82,192,38,16,1.78,35
2021-10-06,Bhopal,184,285,66,18,0.87,45
2021-10-06,Indore,73,183,23,20,1.42,51
2021-10-06,Gwalior,114,173,56,20,1.34,50
2021-10-06,Jabalpur,167,255,37,13,1.65,38
2021-10-06,Ujjain,163,212,41,12,0.65,57
2021-10-06,Satna,80,178,24,15,1.39,33
2021-10-06,Sagar,118,193,33,25,0.72,55
2021-10-06,Dewas,107,190,35,13,1.16,56
2021-10-07,Bhopal,97,205,24,25,1.78,32
2021-10-07,Indore,216,274,66,15,1.45,46
2021-10-07,Gwalior,107,190,64,29,1.02,59
2021-10-07,Jabalpur,88,204,57,17,0.66,58
2021-10-07,Ujjain,143,222,46,16,0.53,34
2021-10-07,Satna,143,227,48,12,1.12,58
2021-10-07,Sagar,122,186,69,14,1.6,28
2021-10-07,Dewas,161,226,48,16,1.87,45
2021-10-08,Bhopal,157,215,66,29,1.62,45
2021-10-08,Indore,95,209,23,29,1.14,41
2021-10-08,Gwalior,75,135,45,28,1.95,46
2021-10-08,Jabalpur,113,225,62,22,0.92,55
2021-10-08,Ujjain,115,182,41,24,0.96,38
2021-10-08,Satna,78,162,27,10,0.93,21
2021-10-08,Sagar,65,143,33,16,0.6,46
2021-10-08,Dewas,206,266,27,13,0.98,50
2021-10-09,Bhopal,71,130,57,23,1.54,33
2021-10-09,Indore,127,236,29,22,1.44,25
2021-10-09,Gwalior,195,285,37,24,0.76,59
2021-10-09,Jabalpur,186,274,57,17,1.51,52
2021-10-09,Ujjain,196,259,60,20,1.03,52
2021-10-09,Satna,132,248,35,20,1.07,59
2021-10-09,Sagar,204,309,61,26,1.97,55
2021-10-09,Dewas,212,329,32,24,0.69,29
2021-10-10,Bhopal,100,180,43,27,1.89,31
2021-10-10,Indore,125,210,46,12,1.65,31
2021-10-10,Gwalior,218,297,34,23,1.78,29
2021-10-10,Jabalpur,118,204,30,19,1.56,30
2021-10-10,Ujjain,129,210,60,10,1.64,56
2021-10-10,Satna,74,133,38,22,0.68,40
2021-10-10,Sagar,90,167,40,29,0.88,21
2021-10-10,Dewas,61,163,20,14,1.82,31
2021-10-11,Bhopal,127,199,42,12,1.32,24
2021-10-11,Indore,125,204,20,11,1.46,51
2021-10-11,Gwalior,194,295,34,15,0.85,41
2021-10-11,Jabalpur,157,211,63,17,1.92,41
2021-10-11,Ujjain,115,209,36,17,1.24,23
2021-10-11,Satna,207,248,46,14,0.94,41
2021-10-11,Sagar,69,163,57,26,1.06,29
2021-10-11,Dewas,217,266,27,16,1.66,52
2021-10-12,Bhopal,113,232,67,15,1.91,33
2021-10-12,Indore,68,134,59,14,0.54,37
2021-10-12,Gwalior,194,274,20,10,0.68,53
2021-10-12,Jabalpur,110,228,55,25,0.51,40
2021-10-12,Ujjain,93,171,30,16,1.91,59
2021-10-12,Satna,110,158,39,24,1.2,23
2021-10-12,Sagar,66,174,68,20,0.83,21
2021-10-12,Dewas,88,186,54,12,0.64,58
2021-10-13,Bhopal,216,271,63,15,0.93,21
2021-10-13,Indore,207,300,45,12,1.71,44
2021-10-13,Gwalior,196,243,52,14,1.77,23
2021-10-13,Jabalpur,133,189,59,13,0.93,46
2021-10-13,Ujjain,115,215,51,20,1.77,34
2021-10-13,Satna,66,152,68,11,0.74,56
2021-10-13,Sagar,94,194,31,24,1.56,28
2021-10-13,Dewas,101,218,48,16,1.3,31
2021-10-14,Bhopal,193,250,37,19,1.36,40
2021-10-14,Indore,63,150,24,16,1.19,58
2021-10-14,Gwalior,197,258,28,23,1.3,21
2021-10-14,Jabalpur,151,228,39,13,1.97,49
2021-10-14,Ujjain,69,158,65,24,1.75,33
2021-10-14,Satna,139,258,46,22,1.85,36
2021-10-14,Sagar,163,210,63,10,1.76,22
2021-10-14,Dewas,175,281,36,25,1.98,49
2021-10-15,Bhopal,76,187,42,14,1.52,32
2021-10-15,Indore,62,134,62,29,1.24,48
2021-10-15,Gwalior,201,273,68,24,1.63,37
2021-10-15,Jabalpur,92,164,41,10,0.76,26
2021-10-15,Ujjain,200,318,23,11,0.57,52
2021-10-15,Satna,77,145,57,17,0.88,52
2021-10-15,Sagar,210,254,36,24,0.86,45
2021-10-15,Dewas,152,224,36,15,1.27,41
2021-10-16,Bhopal,179,292,25,24,0.68,42
2021-10-16,Indore,219,338,63,23,1.82,29
2021-10-16,Gwalior,77,119,59,10,0.94,52
2021-10-16,Jabalpur,197,267,41,27,0.69,36
2021-10-16,Ujjain,87,206,22,14,0.55,43
2021-10-16,Satna,165,239,47,28,1.91,51
2021-10-16,Sagar,171,248,51,10,1.53,57
2021-10-16,Dewas,217,325,47,25,0.73,48
2021-10-17,Bhopal,106,210,69,16,1.85,57
2021-10-17,Indore,186,278,55,16,1.93,54
2021-10-17,Gwalior,176,275,23,20,0.71,33
2021-10-17,Jabalpur,210,279,58,26,0.66,22
2021-10-17,Ujjain,90,193,43,15,1.52,37
2021-10-17,Satna,102,196,62,28,1.97,45
2021-10-17,Sagar,204,295,65,16,1.74,55
2021-10-17,Dewas,127,171,21,21,1.64,53
2021-10-18,Bhopal,81,177,45,12,1.99,46
2021-10-18,Indore,107,153,60,11,1.16,40
2021-10-18,Gwalior,166,251,44,27,1.24,30
2021-10-18,Jabalpur,62,124,28,25,1.1,31
2021-10-18,Ujjain,183,232,21,22,1.04,44
2021-10-18,Satna,197,248,56,14,0.5,45
2021-10-18,Sagar,207,322,48,19,0.89,46
2021-10-18,Dewas,76,175,33,27,1.88,31
2021-10-19,Bhopal,140,255,27,11,1.59,40
2021-10-19,Indore,61,108,63,10,1.76,57
2021-10-19,Gwalior,173,234,23,14,1.86,39
2021-10-19,Jabalpur,170,268,21,11,1.12,44
2021-10-19,Ujjain,184,227,33,11,1.71,46
2021-10-19,Satna,146,228,53,10,1.69,46
2021-10-19,Sagar,168,284,52,10,1.83,25
2021-10-19,Dewas,141,253,30,17,1.47,48
2021-10-20,Bhopal,134,181,31,10,0.5,59
2021-10-20,Indore,160,259,68,29,0.83,43
2021-10-20,Gwalior,149,195,25,18,1.78,50
2021-10-20,Jabalpur,214,259,50,12,1.39,57
2021-10-20,Ujjain,149,227,20,21,1.79,46
2021-10-20,Satna,211,298,27,20,0.97,58
2021-10-20,Sagar,100,180,29,27,0.94,40
2021-10-20,Dewas,123,227,48,15,1.44,50
2021-10-21,Bhopal,124,185,65,13,0.88,51
2021-10-21,Indore,112,194,31,19,1.69,34
2021-10-21,Gwalior,66,134,44,22,1.39,42
2021-10-21,Jabalpur,97,138,42,25,1.35,59
2021-10-21,Ujjain,82,182,32,21,0.63,24
2021-10-21,Satna,128,219,58,23,0.67,30
2021-10-21,Sagar,60,154,62,18,0.61,43
